0.75,3,0.05,1000,0,0,0.006279181217539006,0.006329774856567383,0.006288290023803711
0.75,5,0.05,1000,0,0,0.011527186694772557,0.012014389038085938,0.011617422103881836
0.75,10,0.05,1000,0,0,0.024677950122942025,0.0248870849609375,0.024768352508544922
0.75,15,0.05,1000,0,0,0.03777038734993259,0.038690805435180664,0.03783011436462402
0.75,20,0.05,1000,0,0,0.05184421591784967,0.057730913162231445,0.05166459083557129
0.75,25,0.05,1000,0,0,0.06286677138217393,0.0640099048614502,0.06288933753967285
0.75,30,0.05,1000,0,0,0.07810592746925736,0.07916378974914551,0.07774639129638672
0.75,3,0.05,1000,1,0,0.00624814064518221,0.006327390670776367,0.006306886672973633
0.75,5,0.05,1000,1,0,0.011470437228769108,0.011639595031738281,0.01153254508972168
0.75,10,0.05,1000,1,0,0.024532106532163176,0.025431156158447266,0.024648427963256836
0.75,15,0.05,1000,1,0,0.0379277464745938,0.03821277618408203,0.03801274299621582
0.75,20,0.05,1000,1,0,0.05067978518315707,0.05233120918273926,0.05076313018798828
0.75,25,0.05,1000,1,0,0.0642789465716745,0.06615972518920898,0.06389689445495605
0.75,30,0.05,1000,1,0,0.07742709040880681,0.07919883728027344,0.0771174430847168
0.75,3,0.05,1000,2,0,0.006160688137876922,0.0062711238861083984,0.006185054779052734
0.75,5,0.05,1000,2,0,0.011454586627305658,0.011674880981445312,0.011481761932373047
0.75,10,0.05,1000,2,0,0.02421792320396496,0.025241851806640625,0.02419567108154297
0.75,15,0.05,1000,2,0,0.037239268519032774,0.0384821891784668,0.03750944137573242
0.75,20,0.05,1000,2,0,0.049726933106712966,0.05704212188720703,0.05030989646911621
0.75,25,0.05,1000,2,0,0.06264073577983907,0.064300537109375,0.06285429000854492
0.75,30,0.05,1000,2,0,0.0757403346245179,0.07773828506469727,0.07554507255554199
0.75,3,0.05,2000,0,0,0.007180341903778122,0.007295370101928711,0.007153749465942383
0.75,5,0.05,2000,0,0,0.013359899578123106,0.01529693603515625,0.013538599014282227
0.75,10,0.05,2000,0,0,0.028665842206076184,0.02912592887878418,0.028659820556640625
0.75,15,0.05,2000,0,0,0.0435802156535192,0.044979095458984375,0.043889760971069336
0.75,20,0.05,2000,0,0,0.05920487096632881,0.06565237045288086,0.0586702823638916
0.75,25,0.05,2000,0,0,0.07396309682284075,0.07666659355163574,0.07393860816955566
0.75,30,0.05,2000,0,0,0.08792230003104659,0.0908818244934082,0.08845901489257812
0.75,3,0.05,2000,1,0,0.007149433004313436,0.007200002670288086,0.00713348388671875
0.75,5,0.05,2000,1,0,0.013158543817158518,0.015354633331298828,0.013185739517211914
0.75,10,0.05,2000,1,0,0.02832802180471034,0.03254103660583496,0.02845931053161621
0.75,15,0.05,2000,1,0,0.04313747950826304,0.04420590400695801,0.04354500770568848
0.75,20,0.05,2000,1,0,0.05854454417417144,0.06004190444946289,0.0588984489440918
0.75,25,0.05,2000,1,0,0.07324098395728779,0.07572007179260254,0.07364487648010254
0.75,30,0.05,2000,1,0,0.08838817136798928,0.09659194946289062,0.08814644813537598
0.75,3,0.05,2000,2,0,0.007220381435720607,0.0074427127838134766,0.00722813606262207
0.75,5,0.05,2000,2,0,0.013378384472311228,0.014314889907836914,0.013342857360839844
0.75,10,0.05,2000,2,0,0.0284868484142126,0.0290071964263916,0.02903151512145996
0.75,15,0.05,2000,2,0,0.04351920041517952,0.044245243072509766,0.04336428642272949
0.75,20,0.05,2000,2,0,0.059340723041536335,0.06081557273864746,0.05920815467834473
0.75,25,0.05,2000,2,0,0.07357813633341023,0.07619380950927734,0.0738215446472168
0.75,30,0.05,2000,2,0,0.08903779821070974,0.09106564521789551,0.08882355690002441
0.75,3,0.05,3000,0,0,0.00672321512795735,0.008003711700439453,0.006735324859619141
0.75,5,0.05,3000,0,0,0.011980418028266148,0.012775182723999023,0.011983633041381836
0.75,10,0.05,3000,0,0,0.02592543079114783,0.026882648468017578,0.025957107543945312
0.75,15,0.05,3000,0,0,0.038884986216214494,0.04028797149658203,0.03906750679016113
0.75,20,0.05,3000,0,0,0.05243361455431696,0.05489826202392578,0.05250072479248047
0.75,25,0.05,3000,0,0,0.0670414916749833,0.06925034523010254,0.0671532154083252
0.75,30,0.05,3000,0,0,0.08116410836905898,0.08421087265014648,0.08147931098937988
0.75,3,0.05,3000,1,0,0.007434928101143162,0.007497549057006836,0.0075871944427490234
0.75,5,0.05,3000,1,0,0.013710015770672202,0.014110565185546875,0.013819694519042969
0.75,10,0.05,3000,1,0,0.029469113877083196,0.03082752227783203,0.0298311710357666
0.75,15,0.05,3000,1,0,0.04527799888752054,0.04601860046386719,0.04578423500061035
0.75,20,0.05,3000,1,0,0.06100705184001455,0.07052040100097656,0.06172370910644531
0.75,25,0.05,3000,1,0,0.07679101012240892,0.09214949607849121,0.07714486122131348
0.75,30,0.05,3000,1,0,0.09196835266564318,0.09519314765930176,0.09229755401611328
0.75,3,0.05,3000,2,0,0.006589101516586235,0.006714820861816406,0.006609916687011719
0.75,5,0.05,3000,2,0,0.012030119177936137,0.012688636779785156,0.012120246887207031
0.75,10,0.05,3000,2,0,0.02579196433295841,0.028646469116210938,0.025873422622680664
0.75,15,0.05,3000,2,0,0.03903892697424457,0.039830684661865234,0.038817405700683594
0.75,20,0.05,3000,2,0,0.05279813294651629,0.06052565574645996,0.05307126045227051
0.75,25,0.05,3000,2,0,0.06624500008449964,0.0679316520690918,0.06627559661865234
0.75,30,0.05,3000,2,0,0.07972234332250927,0.08192563056945801,0.07935738563537598
